"Service URN","Service Name","Known as","Service Type","Service Sub-Type","Provision For","Service Address Line 1","Service Address Line 2","Service Address Line 3","Service Town/City","Service Postcode","Service Address UPRN","Local Authority","Other Service Address(es)","Domiciliary care area","Primary telephone number","Primary email address","Website","Main Operating Language of Service","Flying Start Provider","Registered to deliver childcare offer","Delivers early years part time education","Maximum No. of Places","Service Ratings","Provides care during","Term Time Sunday Opening Time","Term Time Sunday Closing Time","Term Time Sunday Overnight Care Provided","Term Time Monday Opening Time","Term Time Monday Closing Time","Term Time Monday Overnight Care Provided","Term Time Tuesday Opening Time","Term Time Tuesday Closing Time","Term Time Tuesday Overnight Care Provided","Term Time Wednesday Opening Time","Term Time Wednesday Closing Time","Term Time Wednesday Overnight Care Provided","Term Time Thursday Opening Time","Term Time Thursday Closing Time","Term Time Thursday Overnight Care Provided","Term Time Friday Opening Time","Term Time Friday Closing Time","Term Time Friday Overnight Care Provided","Term Time Saturday Opening Time","Term Time Saturday Closing Time","Term Time Saturday Overnight Care Provided","Holidays Sunday Opening Time","Holidays Sunday Closing Time","Holidays Sunday Overnight Care Provided","Holidays Monday Opening Time","Holidays Monday Closing Time","Holidays Monday Overnight Care Provided","Holidays Tuesday Opening Time","Holidays Tuesday Closing Time","Holidays Tuesday Overnight Care Provided","Holidays Wednesday Opening Time","Holidays Wednesday Closing Time","Holidays Wednesday Overnight Care Provided","Holidays Thursday Opening Time","Holidays Thursday Closing Time","Holidays Thursday Overnight Care Provided","Holidays Friday Opening Time","Holidays Friday Closing Time","Holidays Friday Overnight Care Provided","Holidays Saturday Opening Time","Holidays Saturday Closing Time","Holidays Saturday Overnight Care Provided","Responsible Individual Names","Registered Person Names","Standard Conditions","Imposed Conditions","Provider URN","Provider Name","Provider Address Line 1","Provider Address Line 2","Provider Address Line 3","Provider Town/City","Provider Postcode","Provider Address UPRN","Provider Type","Company Number","Charity Number","Provider Website","Provider Registration Date","Provider Conditions","Provider No. of Approved Services","Last Updated On"
"SIN-00014525-PJJP","Little Haven Nursery  -  Pentrych","","Childrens Day Care","Full Day Care","","Pentyrch Primary School","Bronllwyn Pentyrch","","Cardiff","CF15 9QL","100101041001","Cardiff","","","","fiona@parachuteschildcare.co.uk","www.littlehavennursery.co.uk","English","No","Yes","No","24","Well-being: Excellent; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time only","","","","09:00","17:30","No","09:00","17:30","No","09:00","17:30","No","09:00","17:30","No","09:00","17:30","No","","","","","","","","","","","","","","","","","","","","","","","","","Fiona Williams","","The maximum number of children to be cared for at any time must not exceed 24.; The responsible individual for this service is Fiona Rachel Williams","","SPROV-00005633-PNSN","Little Haven Nurseries Limited","4 Oakmead Road","Llanharan","","Pontyclun","CF72 9FB","10012773205","Limited Company","13696492","","www.littlehavennursery.co.uk","05/09/2022","","1","24/06/2026 13:10"
"SIN-00013118-SJMN","Little Haven Nursery - Park Road","","Childrens Day Care","Full Day Care","","Radyr & Morganstown Community Council","Old Church Rooms","Park Road","Cardiff","CF15 8DF","10008903758","Cardiff","","","07411063756","learn@littlehavennursery.co.uk","www.littlehavennursery.co.uk","English","No","Yes","No","28","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time only","","","","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","","","","","","","","","","","","","","","","","","","","","","","","","Fiona Williams","","The maximum number of children to be cared for at any time must not exceed 28.; The responsible individual for this service is Fiona Rachel Williams","","SPROV-00005633-PNSN","Little Haven Nurseries Limited","4 Oakmead Road","Llanharan","","Pontyclun","CF72 9FB","10012773205","Limited Company","13696492","","www.littlehavennursery.co.uk","05/09/2022","","2","07/01/2026 19:20"
"SIN-00012283-TNDP","Little Heroes Nursery Ltd","","Childrens Day Care","Full Day Care","","Little Heroes Nursery","Eastgate Street","","Llanidloes","SY18 6HD","10011799011","Powys","","","01686 411061","littleheroesnursery@gmail.com","","English","Yes","Yes","Yes","30","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time and Holidays","","","","07:45","17:45","No","07:45","17:45","No","07:45","17:45","No","07:45","17:45","No","07:45","17:45","No","","","","","","","07:45","17:45","No","07:45","17:45","No","07:45","17:45","No","07:45","17:45","No","07:45","17:45","No","","","","Emily Owen,Kimberley Lewis","","The responsible individual for this service is Kimberley Claire Lewis; The responsible individual for this service is Emily Kate Owen; The maximum number of children to be looked after at any time must not exceed 30.","","SPROV-00005285-XMWN","Little Heroes Nursery Ltd","Little Heroes Nursery","Eastgate Street","","Llanidloes","SY18 6HD","10011799011","Limited Company","12690864","","","25/03/2021","","1","17/03/2026 09:40"
"SIN-00008494-GLDS","Little Inspirations - Flying Start Penywaun","","Childrens Day Care","Full Day Care","","Flying Start Centre","Coed Glas","","Aberdare","CF44 9DR","10024278186","Rhondda Cynon Taf","","","01685812151","penywaun@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","Yes","30","Well-being: Excellent; Care and Development: Excellent; Environment: Good; Leadership and Management: Excellent","Term Time and Holidays","","","","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","","","","","","","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","","","","Jenine Gill","","The responsible individual for this service is Jenine Amanda Gill; The maximum number of children to be cared for at any time must not exceed 30.","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","13","01/01/2026 04:34"
"SIN-00008457-SWPC","Little Inspirations - Newport","","Childrens Day Care","Full Day Care","","Gaer Park Hall","Gaer Park Road","Gaer","Newport","NP20 3NJ","10010553935","Newport","","","01633666418","newport@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","Yes","61","Care and Development: Good; Environment: Good; Leadership and Management: Good; Well-being: Good","Term Time and Holidays","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","Jenine Gill","","The responsible individual for this service is Jenine Amanda Gill; The maximum number of children to be looked after at any time must not exceed 61.","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","12","13/03/2026 11:18"
"SIN-00014216-HCXN","Little Inspirations @ Gellideg","","Childrens Day Care","Full Day Care","","Canol Y Bryn","Heol Tai Mawr","","Merthyr Tydfil","CF48 1ND","10034662349","Merthyr Tydfil","","","01685359505","Gellideg@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","No","20","Well-being: Excellent; Care and Development: Excellent; Environment: Good; Leadership and Management: Excellent","Term Time and Holidays","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","Jenine Gill","","The maximum number of children to be cared for at any time must not exceed 20.; The responsible individual for this service is Jenine Amanda Gill","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","1","01/01/2026 04:34"
"SIN-00009909-QKFH","Little Inspirations @ Tonyrefail","","Childrens Day Care","Full Day Care","","Tonyrefail Comprehensive School","Gilfach Road Tonyrefail","","Porth","CF39 8HG","100101050560","Rhondda Cynon Taf","","","01443805104","tonyrefail@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","Yes","50","Well-being: Excellent; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time and Holidays","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","Jenine Gill","","The maximum number of children to be looked after at any time must not exceed 50.; The responsible individual for this service is Jenine Amanda Gill","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","11","01/01/2026 04:34"
"SIN-00015836-GNMJ","Little Inspirations @ Treorchy","","Childrens Day Care","Full Day Care","","8 Hermon Street","","","Treorchy","CF42 6PW","10091206039","Rhondda Cynon Taf","","","01443 777771","","www.little-inspirations.co.uk","English","Yes","Yes","No","30","","Term Time and Holidays","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","Jenine Gill","","The maximum number of children to be cared for at any time must not exceed 30.; The responsible individual for this service is Jenine Amanda Gill","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","6","04/01/2026 16:02"
"SIN-00015232-SKLH","Little Inspirations @DVLA","","Childrens Day Care","Full Day Care","","Dvla Day Nursery","Dvla","Longview Road, Morriston","Swansea","SA6 7JL","10010047555","Swansea","","","","dvla@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","No","121","","Term Time and Holidays","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","Jenine Gill","","The maximum number of children to be cared for at any time must not exceed 121.; The responsible individual for this service is Jenine Amanda Gill","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","5","01/01/2026 04:34"
"SIN-00014046-LSXG","Little Inspirations Aman","","Childrens Day Care","Full Day Care","","Aman Flying Start Childcare","Godreaman Street","","Aberdare","CF44 6DF","200002936961","Rhondda Cynon Taf","","","01685652545","aman@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","No","42","Well-being: Excellent; Care and Development: Excellent; Environment: Excellent; Leadership and Management: Excellent","Term Time and Holidays","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","Jenine Gill","","The responsible individual for this service is Jenine Amanda Gill; The maximum number of children to be looked after at any time must not exceed 42.","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","4","01/01/2026 04:34"
"SIN-00016125-YJHX","Little Inspirations at Llwynpia","","Childrens Day Care","Full Day Care","","Coleg Y Cymoedd","Rhondda Campus","","Tonypandy","CF40 2TQ","10012772488","Rhondda Cynon Taf","","","","llwynypia@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","No","36","","Term Time and Holidays","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","Jenine Gill","","The maximum number of children to be cared for at any time must not exceed 36.; The responsible individual for this service is Jenine Amanda Gill","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","2","28/04/2026 12:06"
"SIN-00016181-LCWK","Little Inspirations Cadoxton Cadog's Corner","","Childrens Day Care","Full Day Care","","Cadoxton Junior & Infant School","Victoria Park Road","","Barry","CF63 2JS","64041503","Vale of Glamorgan","","","01446506050","cadoxton@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","No","30","","Term Time and Holidays","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","","","","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","07:30","18:00","No","","","","Jenine Gill","","The maximum number of children to be cared for at any time must not exceed 30.; The responsible individual for this service is Jenine Amanda Gill","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","7","29/04/2026 17:06"
"SIN-00002606","Little Inspirations Nursery Llantrisant","","Childrens Day Care","Full Day Care","","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Rhondda Cynon Taf","","","01443222660","llantrisant@little-inspirations.co.uk","little-inspirations.co.uk","English","Yes","Yes","Yes","104","Well-being: Excellent; Care and Development: Excellent; Environment: Excellent; Leadership and Management: Excellent","Term Time and Holidays","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","Jenine Gill","","The responsible individual for this service is Jenine Amanda Gill; The maximum number of children to be cared for at any time must not exceed 104.","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","9","20/01/2026 19:22"
"SIN-00003091","Little Inspirations Nursery Rhydyfelin","","Childrens Day Care","Full Day Care","","Rhydefelin Childrens Integrated Centre","Holly Street","Rhydyfelin","Pontypridd","CF37 5DB","10023822930","Rhondda Cynon Taf","","","01443406097","rhydyfelin@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","Yes","65","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time and Holidays","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","Jenine Gill","","The responsible individual for this service is Jenine Amanda Gill; The maximum number of children to be cared for at any time must not exceed 65.","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","10","16/04/2026 12:25"
"SIN-00013266-FBRJ","Little Inspirations Pontypridd","","Childrens Day Care","Full Day Care","","Yma Buildings","Taff Street","","Pontypridd","CF37 4TS","10024277659","Rhondda Cynon Taf","","","01443 849545","pontypridd@little-inspirations.co.uk","www.little-inspirations.co.uk","English","Yes","Yes","Yes","22","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time and Holidays","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","","","","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","07:00","18:00","No","","","","Jenine Gill","","The maximum number of children to be cared for at any time must not exceed 22.; The responsible individual for this service is Jenine Amanda Gill","","SPROV-00002190-YRNY","Little Inspirations Ltd","Little Inspirations","Llantrisant Business Park","Llantrisant","Pontyclun","CF72 8YW","10090597373","Limited Company","04682465","","www.little-inspirations.co.uk","03/11/2003","","3","18/03/2026 09:42"
