Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Plas Ogwen,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Plas Ogwen,,Bangor,LL57 3PW,Gwynedd,27,01248600752,sharonwynnewilliams@gwynedd.llyw.cymru,,Gwynedd Council Adults and Children's Services,10
Plas Pengwaith,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Plas Pengwaith Home For The Elderly,Maes Padarn,Caernarfon,LL55 4TP,Gwynedd,31,01286870360,lorrainepowell@gwynedd.llyw.cymru,,Gwynedd Council Adults and Children's Services,11
Plas Penmon Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Plas Penmon Nursing Home,Penmon,Beaumaris,LL58 8RN,Isle of Anglesey,24,01248490788,buddug.jones@coeddu.com,www.coeddu.com,Coed Du Hall Ltd,8
Plas Y Don,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Plas Y Don Residential Home,Bro Heli,Pwllheli,LL53 5BD,Gwynedd,28,01758612123,niathomas@gwynedd.llyw.cymru,,Gwynedd Council Adults and Children's Services,12
Plas y Garn,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Plas-y-garn Residential Home,Park Gardens Penygarn,Pontypool,NP4 8DB,Torfaen,32,01495757708,plas-y-garn@hafod.org.uk,www.hafod.org.uk,Hafod Housing Association Ltd,5
Playbox Nursery (Bronwydd Avenue),Childrens Day Care,Full Day Care,,22 Bronwydd Avenue,,Cardiff,CF23 5JP,Cardiff,40,02920 464540,playbox.cardiff@gmail.com,www.playbox.co.uk,,
Playdays Childcare,Childrens Day Care,Full Day Care,,Play Days Childcare,Crown Buildings,Fishguard,SA65 9NT,Pembrokeshire,45,01348 874393,playdays-fishguard@live.co.uk,www.playdaysfishguard.co.uk,,
Playdays Nursery,Childrens Day Care,Full Day Care,,The Spinney,,Knighton,LD7 1HT,Powys,32,01547529920,playdaysnurseryknighton@gmail.com,playdaysknighton.co.uk,,
Playland Nursery,Childrens Day Care,Full Day Care,,Playland Day Nursery,31 Stansty Road,Wrexham,LL11 2BT,Wrexham,45,01978351230,playland31@gmail.com,playlandnursery.com,,
Playworks - Tonysguboriau,Childrens Day Care,Out of School Care,,Playworks - Tonysguboriau,Stuart Street,Talbot Green,CF72 8AA,Rhondda Cynon Taf,40,02920 864780,sarah@playworks-childcare.co.uk,www.playworks-childcare.co.uk,Playworks Childcare Limited,12
Playworks Bryn Deri,Childrens Day Care,Full Day Care,,Bryn Deri Cp School,Caer Graig Radyr,Cardiff,CF15 8RD,Cardiff,80,02920 864780,enquiries@playworks-childcare.co.uk,,Playworks Childcare Limited,6
Playworks Childcare Limited Oakdale,Childrens Day Care,Out of School Care,,Maes y Garn Road,,Blackwood,NP12 0NA,Caerphilly,40,02920864780,sarah@playworks-childcare.co.uk,www.playworks-childcare.co.uk,Playworks Childcare Limited,10
Playworks Childcare Ltd - Osbaston After School Club,Childrens Day Care,Out of School Care,,Osbaston Church in Wales School,Osbaston Road,Monmouth,NP25 3AX,Monmouthshire,32,02920 864780,sarah@playworks-childcare.co.uk,www.playworks-childcare.co.uk,Playworks Childcare Limited,13
Playworks Cwmfelinfach After School Club,Childrens Day Care,Out of School Care,,Cwmfelinfach Primary School,,Cwmfelinfach,NP11 7HL,Caerphilly,32,02920864780,enquiries@playworks-childcare.co.uk,,Playworks Childcare Limited,15
Playworks Dinas Powys,Childrens Day Care,Full Day Care,,Dinas Powys County Infant School,Cardiff Road,Dinas Powys,CF64 4JU,Vale of Glamorgan,40,02920864780,sarah@playworks-childcare.co.uk,www.playworks-childcare.co.uk,Playworks Childcare Limited,11
Playworks Goytre,Childrens Day Care,Out of School Care,,Goytre Fawr Junior & Infant School,Penperlleni,Pontypool,NP4 0AH,Monmouthshire,65,02920 864780,enquiries@playworks-childcare.co.uk,playwork-childcare.co.uk,Playworks Childcare Limited,2
Playworks Libanus,Childrens Day Care,Out of School Care,,Libanus Primary School,Libanus Road,Blackwood,NP12 1EH,Caerphilly,30,02920864780,katie.morgannash@playworks-intranet.com,,Playworks Childcare Limited,1
Playworks Marlborough,Childrens Day Care,Out of School Care,,Marlborough Primary School,Marlborough Road,Cardiff,CF23 5BU,Cardiff,60,02920864780,enquiries@playworks-childcare.co.uk,,Playworks Childcare Limited,5
Playworks Pengam,Childrens Day Care,Sessional Day Care,,Pengam Primary School,Commercial Street Pengam,Blackwood,NP12 3ST,Caerphilly,24,02920864780,enquiries@playworks-childcare.co.uk,,Playworks Childcare Limited,8
Playworks Penygawsi,Childrens Day Care,Sessional Day Care,,Penygwasi Primary School,Llys Derwen Llantrisant,Pontyclun,CF72 8PZ,Rhondda Cynon Taf,30,02920 864780,,,Playworks Childcare Limited,1
Playworks Pontyclun,Childrens Day Care,Out of School Care,,Pontyclun Primary School,Palalwyf Avenue,Pontyclun,CF72 9EG,Rhondda Cynon Taf,60,02920864780,enquiries@playworks-childcare.co.uk,,Playworks Childcare Limited,7
Playworks Radnor,Childrens Day Care,Out of School Care,,Radnor Primary School,Radnor Road,Cardiff,CF5 1RB,Cardiff,64,02920864780,,,Playworks Childcare Limited,4
Playworks St helens,Childrens Day Care,Out of School Care,,St. Helen's Roman Catholic Primary School,Lansbury Park,Caerphilly,CF83 1QH,Caerphilly,30,02920864780,sarah@playworks-childcare.co.uk,,Playworks Childcare Limited,16
Playworks Trellech,Childrens Day Care,Out of School Care,,Trellech Primary School,Trellech,Nr Monmouth,NP25 4PA,Monmouthshire,48,02920 864780,sarah@playworks-childcare.co.uk,www.playworks-childcare.co.uk,Playworks Childcare Limited,14
Playworks Usk,Childrens Day Care,Out of School Care,,Usk Church in Wales Primary School,Monmouth Road,Usk,NP15 1SE,Monmouthshire,80,02920 864780,sarah@playworks-childcare.co.uk,www.playworks-childcare.co.uk,Playworks Childcare Limited,9
Playworks Ysgol Mynydd Bychan,Childrens Day Care,Out of School Care,,Allensbank Junior & Infant School,Llanishen Street,Cardiff,CF14 3QE,Cardiff,63,02920 864780,enquiries@playworks-childcare.co.uk,www.playworks-childcare.co.uk,Playworks Childcare Limited,3
Pont Hafren Playgroup Flying Start,Childrens Day Care,Sessional Day Care,,Thornwell Primary School,Thornwell Road,Chepstow,NP16 5NT,Monmouthshire,12,07966 243124,deannafriend@monmouthshire.gov.uk,,Monmouthshire County Council Child Care and Play Services,3
Pontardawe Lodge,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Swansea,,Neath Port Talbot,4,01792 449500,Mike.morgan@athenacaregroup.co.uk,www.athenacaregroup.co.uk,Athena Care Group Ltd,2
Pontarddulais Little People Flying Start,Childrens Day Care,Sessional Day Care,,Pontardulais Primary School,James Street,Swansea,SA4 8JD,Swansea,12,01792 883637,BeynonH246@Hwbcymru.net,,City and County of Swansea Child Care and Play Services,7
Pontnewydd Playgroup and Wrap around,Childrens Day Care,Full Day Care,,Pontnewydd Primary School,Bryncelyn Road Pontnewydd,Cwmbran,NP44 1JW,Torfaen,20,07908169461,pontnewyddplaygroup@gmail.com,,,
Pontymoile Under Fives and Holiday Club,Childrens Day Care,Full Day Care,,Pontypool Active Living Centre,,Pontypool,NP4 8AT,Torfaen,32,07889346348,pontymoileoffice@gmail.com,,,
Pool Cottage,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Poolhead,Wilcrick Lane,Caldicot,NP26 3DA,Newport,8,01633412653,anash@consensussupport.com,https://www.consensussupport.com/find-a-home-search-results/?postcode=&home=pool&region=&accommodation_category=,Consensus Support Services Limited,3
Poplar House,Care Home Service,Childrens Home,Personal care for children,,,Porthcawl,,Bridgend,3,01656667241,debbie.martin-jones@cc-plus.co.uk,www.cc-plus.co.uk,Complete Care Plus Ltd,5
Poppy House,Care Home Service,Childrens Home,"Nursing care for children, Personal care for children, Learning disability, Mental health",,,Chester,,Flintshire,1,07484 533 137,poppyhouse@bluestonesmedicalcomplexcare.co.uk,https://bluestonesmedicalcomplexcare.co.uk/,Bluestones Medical Complex Care Limited,2
Port House,Care Home Service,Childrens Home,Personal care for children,,,Newport,,Newport,2,07701284359,lauren.mccartney@tycaredig.co.uk,,TY CAREDIG LTD,8
Portfield Preschool at Pennar,Childrens Day Care,Full Day Care,,Pennar Flying Start Centre,Cross Park Pennar,Pembroke Dock,SA72 6SW,Pembrokeshire,20,07769643335,portfieldpreschoolpennar@pembrokeshire.gov.uk,,Pembrokeshire County Council Child Care and Play Services,1
Portmead Jaspers,Childrens Day Care,Sessional Day Care,,Portmead Primary School,Cheriton Crescent,Swansea,SA5 5LA,Swansea,24,01792583549,BreezeZ5@hwbcymru.net,,City and County of Swansea Child Care and Play Services,5
Prestemede Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Prestemede Care Home,Townend,Presteigne,LD8 2DE,Powys,12,01544267538,prestemede.manager@shaw.co.uk,www.shaw.co.uk,Shaw healthcare (Cambria) Limited,16
Primrose House,Care Home Service,Childrens Home,Personal care for children,,,Flint,,Flintshire,1,07484942554,primrosehouse@blustonesmedicalcomplexcare.co.uk,,Bluestones Medical Complex Care Limited,6
Prince Llewellyn Farm,Care Home Service,Adults Without Nursing,Personal care for adults,Prince Llewelyn Farm,,Treharris,CF46 5PG,Merthyr Tydfil,5,01443 412208,info.Princellewellynfarm@swantoncare.com,,SWANTON CARE & COMMUNITY LIMITED,10
Princes Court ,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Princes Court Care Home,2 Princes Street,Cardiff,CF24 3PR,Cardiff,5,02920496050,manager.princescourt@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,21
Princes Street,Care Home Service,Adults Without Nursing,"Learning disability, Mental health",40 Princes Street,,Cardiff,CF24 3SL,Cardiff,5,02920465672,richarddunn@priorygroup.com,www.priorygroup.com,PARKCARE HOMES (NO.2) LIMITED,7
Princess Road Pre-school Nursery,Childrens Day Care,Full Day Care,,4-6 Princess Road,Old Colwyn,Colwyn Bay,LL29 9PS,Conwy,65,01492517357,pauline.wilson1@btinternet.com,princessroadschool.co.uk,,
Puddle Ducks Preschool,Childrens Day Care,Sessional Day Care,,Ysgol Y Mynydd Du,Talgarth,Brecon,LD3 0DQ,Powys,30,07956447468,puddleducks223@gmail.com,,,
Puddleducks Playgroup,Childrens Day Care,Full Day Care,,Llantarnam Community Primary School,Llantarnam Road,Cwmbran,NP44 3XB,Torfaen,48,07703732972,jowharton@live.co.uk,,,
Pum Copa,Care Home Service,Childrens Home,Personal care for children,,,Welshpool,,Powys,2,07786855297,jules.taylor@powys.gov.uk,,Powys County Council Adults and Children's Services,1
Quarry Hall Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Mental health",QUARRY HALL CARE HOME,NEWPORT ROAD ST. MELLONS,CARDIFF,CF3 5TW,Cardiff,85,02920791291,QuarryHall.Manager@hc-one.co.uk,https://www.hc-one.co.uk,HC-One Limited,11
Queen Street,Care Home Service,Childrens Home,Personal care for children,,,Abertillery,,Blaenau Gwent,1,01495825295,admin@serencare.co.uk,www.serencare.co.uk,Seren Care Limited,5
Queens Court ,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",487-489 Abergele Road,,Colwyn Bay,LL29 9AE,Conwy,39,01492516732,info@potens-uk.com,www.potens-uk.com,Potensial Ltd,5
Queenshill,Care Home Service,Childrens Home,Personal care for children,,,Newport,,Newport,2,01633783805,Kirstie.Oconnor@caretech-uk.com,www.caretech-uk.com,Greenfields Adolescent Development Limited & Caretech Community Services Limited,6
Rainbow Rangers,Childrens Day Care,Out of School Care,,Mountain View Childrens Centre Mountain View,51 Mayhill Road,Swansea,SA1 6TD,Swansea,30,01792468584,,,City and County of Swansea Child Care and Play Services,3
Rainbow Sunbeams,Childrens Day Care,Full Day Care,,Firbank Dale Social Club,Firbank Dale Tennis Club,Newport,NP19 7LB,Newport,24,07867654680,Jenny@rainbowsunbeams.org,rainbowsunbeams.org,,
Rascals Out of School Club,Childrens Day Care,Out of School Care,,The Scout Base,Lon Ucha,Cardiff,CF14 6HL,Cardiff,40,07908775390,enquiries@rhiwbina-rascals.co.uk,www.rhiwbina-rascals.co.uk,,
"Rascals Out of School Club, Hawarden",Childrens Day Care,Full Day Care,,Hawarden C.P. School,Cross Tree Lane,Hawarden,CH5 3PY,Flintshire,56,01244 532091,little.rascalshawarden@gmail.com,littlerascalsclub.co.uk,,
Rees House,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",3 & 5 Timothy Rees Close,,Cardiff,CF5 2RH,Cardiff,6,02920400657,info@gofalcymrucare.com,www.gofalcymrucare.com,Gofal Cymru Care Ltd,4
Rhiwinder House,Care Home Service,Childrens Home,Personal care for children,,,Porth,,Rhondda Cynon Taf,4,01443674173,info@steppingstones.wales,steppingstonescareservices.co.uk,Stepping Stones Care Services (South Wales) Limited,6
Rhos Cottage,Care Home Service,Childrens Home,Personal care for children,,,Swansea,,Swansea,6,01792580211,amy.higgins@prioritychildcare.co.uk,www.prioritychildcare.co.uk,Priority Childcare Limited,3
Rhosddu Cares Club,Childrens Day Care,Out of School Care,,Rhosddu Primary School,Prices Lane,Wrexham,LL11 2NB,Wrexham,50,01978318830,Rhosdducaresclub@outlook.com,,,
Rhosddu School Nursery Plus,Childrens Day Care,Sessional Day Care,,Rhosddu Primary School,Prices Lane,Wrexham,LL11 2NB,Wrexham,16,01978318830,mailbox@rhosddu-pri.wrexham.sch.uk,,,
Rhuddlan Playgroup Plus,Childrens Day Care,Sessional Day Care,,Ysgol Y Castell,Hylas Lane Rhuddlan,Rhyl,LL18 5AG,Denbighshire,30,07710540022,,,,
Rhyd Hir,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",12B Rhyd Hir,,Neath,SA10 7HP,Neath Port Talbot,3,01792817736,wales.services@nas.org.uk,,National Autistic Society,8
Riverdale,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",29 Pantbach Avenue,,Cardiff,CF14 1UR,Cardiff,5,02920190059,katharina.pantry@iriscaregroup.co.uk,www.iriscaregroup.co.uk,Ocean Community Services Limited,11
Riversdale,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Riversdale House,Radyr Court Road,Cardiff,CF5 2QF,Cardiff,10,02920494445,info@integraclo.org,https://nationalcaregroup.com/view/riversdale/,Integra Community Living Options Limited,2
Robin Goch Flying Start Playgroup,Childrens Day Care,Sessional Day Care,,Darent Close,,Newport,NP20 7SQ,Newport,30,07976051788,catherine.woodham@newport.gov.uk,,Newport City Council Child Care and Play Service,10
Rogerstone House,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",73 Risca Road,Rogerstone,Newport,NP10 9GD,Newport,6,01633614365,Bobbie.poole@achievetogether.co.uk,www.achievetogether.co.uk,Achieve together Ltd,6
Rose Cottage,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",71 Leyshon Road,Gwaun Cae Gurwen,Ammanford,SA18 1EN,Neath Port Talbot,5,01269826519,manager.rosecottage@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,39
Rose Cottage,Care Home Service,Childrens Home,Personal care for children,,,Newport,,Newport,5,01633631668,michaela.hall@newport.gov.uk,www.newport.gov.uk,Newport City Council Adults and Children's Services,15
Rose Cross ,Care Home Service,Adults Without Nursing,Personal care for adults,Rose Cross Residential Home,Brenig Road Penlan,Swansea,SA5 7BE,Swansea,25,01792586499,Gayle.Brown@swansea.gov.uk,swansea.gov.uk,City and County of Swansea Adults and Children's Services,6
Rose House,Care Home Service,Adults Without Nursing,,Mental Health Care Uk,Alexander House Highfield Park,Denbigh,LL16 4LU,Denbighshire,3,01824572011,hello@mhc-uk.com,,Mental Health Care (U.K) Limited,11
Rosedale,Care Home Service,Childrens Home,Personal care for children,,,Newport,,Newport,5,01633 631666,rose.dale@newport.gov.uk,www.newport.gov.uk,Newport City Council Adults and Children's Services,4
Rosemary Farm,Care Home Service,Childrens Home,Personal care for children,,,Haverfordwest,,Pembrokeshire,4,01437711143,rosemary@landskercare.co.uk,www.landskerchildcare.co.uk,Landsker Child Care Ltd,2
Rosendale Park Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Rosendale Park,,Tenby,SA70 7SQ,Pembrokeshire,6,01834871645,enquiries@orbis-group.co.uk,www.orbis-group.co.uk,Pembrokeshire Resource Centre LTD,4
Rosewood,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Accomplish Group,64 Heol Y Coedcae Cwmllynfell,Swansea,SA9 2FY,Neath Port Talbot,4,01639 830831,manager.rosewood@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,40
Rotherslade House,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",27 Rotherslade Road,Langland,Swansea,SA3 4QW,Swansea,6,01792 885126,enquiries@manddcare.co.uk,https://mdcareltd.co.uk,M&D Care Operations Ltd,6
Rowan House,Care Home Service,Childrens Home,Personal care for children,,,Porthcawl,,Bridgend,1,01656667241,debbie.martin-jones@cc-plus.co.uk,www.cc-plus.co.uk,Complete Care Plus Ltd,6
Ruthin Boarding School,Boarding School,None,,Ruthin School,Mold Road,Ruthin,LL15 1EE,Denbighshire,65,,,www.ruthinschool.co.uk,,
Ryecroft,Care Home Service,Adults Without Nursing,"Learning disability, Personal care for adults",10 Francis Avenue,Rhos On Sea,Colwyn Bay,LL28 4DW,Conwy,5,01492540778,ryecroft@coeddu.com,www.coeddu.com,Coed Du Hall Ltd,5
Saer Coed,Care Home Service,Adults Without Nursing,Personal care for adults,Saer Coed,Load Of Hay Road,Newport,NP11 3AY,Caerphilly,5,01495 493044,info.Saercoed@swantoncare.com,,SWANTON CARE & COMMUNITY LIMITED,18
Sandringham Day Nursery,Childrens Day Care,Full Day Care,,Sandringham Nursery,16 Sandringham Road,Cardiff,CF23 5BJ,Cardiff,35,02920471918,enquiries@sandringhamnursery.com,www.sandringhamnursery.com,,
Sbort,Childrens Day Care,Out of School Care,,Rugby and Athletic Club,Lawrenny Avenue,Cardiff,CF11 8BR,Cardiff,24,07815552565,sianchildcare287@gamail.com,,,
Sbri Ni,Childrens Day Care,Out of School Care,,Whitland Cp School,Market Street,Whitland,SA34 0QB,Carmarthenshire,24,01994240238,admin@llyshywel.ysgolccc.cymru,www.hendygwyn.amdro.org.uk,,
