Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Liberty House,Care Home Service,Childrens Home,"Personal care for children, Learning disability",,,Swansea,,Swansea,2,01792927863,daniel.goddard@salus.wales,,Salus Care Wales Ltd,1
Liberty House,Care Home Service,Childrens Home,"Nursing care for children, Personal care for children",,,Porthcawl,,Bridgend,6,01656784419,js@libertyplacements.co.uk,www.libertyplacements.co.uk,Liberty Placements Ltd,1
Lighthouse Nursery,Childrens Day Care,Full Day Care,,Thornhill Church Centre,Excalibur Drive,Cardiff,CF14 9GA,Cardiff,24,02920759995,lighthouse.nursery@thornhillchurch.org.uk,http://www.thornhillchurch.org.uk/lighthouse/,Thornhill Church Trust,1
Lilliput Day Nursery - Neath Campus,Childrens Day Care,Full Day Care,,Neath Port Talbot College,Dwr Y Felin Road,Neath,SA10 7RF,Neath Port Talbot,71,03308188039,andrea.tregoning@nptcgroup.ac.uk,www.nptcgroup.ac.uk,Neath Port Talbot College,1
Lindan House Care Home Ltd,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Lindan House Residential Home,Percy Road,Wrexham,LL13 7EA,Wrexham,21,01978361883,sandramatthias@lindanhousewrexham.co.uk,lindanhousewrexham.com,LINDAN HOUSE LTD,1
Little Acorns,Childrens Day Care,Full Day Care,,Crossgates,,Llandrindod Wells,LD1 6RE,Powys,24,07756873370,managerlittleacorns@gmail.com,,"Little Acorns, Crossgates",1
Little Acorns - Mes Bach,Childrens Day Care,Full Day Care,,Cross Hands Public Hall & Cinema,10 Carmarthen Road Cross Hands,Llanelli,SA14 6SU,Carmarthenshire,20,07825759149,littleacorn.mesbach@gmail.com,,Mes Bach Ltd,1
Little Acorns @ Ysgol-Y-Graig,Childrens Day Care,Full Day Care,,Ysgol Y Graig Primary School,Pontycapel Road Cefn Coed,Merthyr Tydfil,CF48 2RD,Merthyr Tydfil,19,07456513211,trefechantoddlers@gmail.com,,Little Acorns @ Ysgol-Y-Graig,1
Little Acorns Day Care Ltd,Childrens Day Care,Full Day Care,,Ysgol Bryn Clwyd,Llandyrnog,Denbigh,LL16 4HG,Denbighshire,19,07776796020,Littleacornsltd@outlook.com,,Little Acorns Day Care Ltd,1
Little Acorns Day Care Nursery Ltd,Childrens Day Care,Full Day Care,,Llynfi Enterprise Park,Heol Ty Gwyn Industrial Estate,Maesteg,CF34 0BQ,Bridgend,57,01656812797,sarahste07@aol.com,www.littleacornsnurseryltd.com,Little Acorns Day Care Nursery Limited,1
Little Acorns Day Care Nursery Ltd,Childrens Day Care,Full Day Care,,Pyle Enterprise Centre,Village Farm Industrial Estate,Bridgend,CF33 6BL,Bridgend,55,01656744739,sarahste07@aol.com,https://littleacornsnurseryltd.com/,Little Acorns Day Care Nursery Limited,2
Little Acorns Day Nursery,Childrens Day Care,Full Day Care,,Welshpool Youth Centre,Howell Drive,Welshpool,SY21 7AT,Powys,39,01938552743,littleacornswelshpool@gmail.com,https://littleacornswelshpool.weebly.com/,Little Acorns Children's Daycare Ltd,1
Little Acorns Playgroup,Childrens Day Care,Sessional Day Care,,Hubberston & Hakin Community Centre,Church Road Hubberston,Milford Haven,SA73 3PL,Pembrokeshire,30,07900 616784,littleacornspembs@gmail.com,,Little Acorns Playgroup Pembrokeshire,1
Little Acorns Preschool (Caerphilly) Ltd,Childrens Day Care,Full Day Care,,Derwendeg Primary School,Hengoed Road,Hengoed,CF82 7HP,Caerphilly,28,01443 813138,clairegreenway1@gmail.com,,Little Acorns Preschool (Caerphilly) Ltd,1
Little Acorns Ruthin,Childrens Day Care,Full Day Care,,Rhos Street C P School,Ffordd Glasdir,Ruthin,LL15 1QQ,Denbighshire,45,07776796020,Littleacornsltd@outlook.com,,Little Acorns Day Care Ltd,2
Little Angels Playgroup,Childrens Day Care,Full Day Care,,St. Gabriels Rc School,Ringland Circle,Newport,NP19 9PQ,Newport,24,07821618329,angelsnursery1970@hotmail.co.uk,,Little Angels Playgroup,1
Little Butterflies,Childrens Day Care,Full Day Care,,292 Cowbridge Road East,,Cardiff,CF5 1HB,Cardiff,40,,littlebutterflies123@outlook.com,,Little Butterflies Nursery LTD,1
Little Cherubs Day Nursery,Childrens Day Care,Full Day Care,,Little Cherubs Day Care Nursery Ltd,12 Penlline Road,Cardiff,CF14 2AD,Cardiff,53,02920521007,nursery@littlecherubs-nursery.co.uk,www.littlecherubs-nursery.co.uk,Little Cherubs Day Care Nursery Limited,1
Little Chicks Nursery Plus,Childrens Day Care,Sessional Day Care,,Gwersyllt Community Primary School,Dodds Lane,Wrexham,LL11 4NT,Wrexham,32,07352 103070,Littlechicksnurseryplus@outlook.com,www.littlechicksnurseryplus.com,Little Chicks Nursery Plus,1
Little Chums Day Nursery,Childrens Day Care,Full Day Care,,Court Farm,,Pontypool,NP4 0JB,Torfaen,83,01495 767 878,enquiries@littlechums.co.uk,https://www.littlechums.co.uk,Little Chums Day Nurseries Ltd,1
Little Cross,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Usk,,Monmouthshire,2,01291497975,Kirsty.aitken@nurtureone.co.uk,,Nurture One UK Ltd,1
Little Deer's Day Nursery Limited,Childrens Day Care,Full Day Care,,Station Buildings,Treborth,"Gwynedd, Wales",LL57 2NX,Gwynedd,43,01248371242,busybsdaynursery@outlook.com,https://www.busybsbangor.com,Little Deers Day Nursery Limited,1
Little Disciples Nursery Plus,Childrens Day Care,Sessional Day Care,,St. John The Baptist V A School,Chester Road Penymynydd,Chester,CH4 0EN,Flintshire,15,01244 478920,office@littlediscipleschildcare.org,,Little Disciples Childcare,2
Little Disciples Out of School & Holiday Club,Childrens Day Care,Out of School Care,,St. John The Baptist V A School,Chester Road Penymynydd,Chester,CH4 0EN,Flintshire,38,01244478920,office@littlediscipleschildcare.org,,Little Disciples Childcare,1
Little Dragons’ Den,Childrens Day Care,Full Day Care,,Ysgol Maes-y-llan Cp School,Maes Y Llan Lane Ruabon,Wrexham,LL14 6AE,Wrexham,30,01978820991,mailbox@maesyllan-pri.wrexham.sch.uk,https://maesyllan-pri.wrexham.sch.uk/,Little Dragons' Den,1
Little Dreamers Day Nursery Limited,Childrens Day Care,Full Day Care,,Old School Village Hall,Pontardulais Road,Swansea,SA4 9AY,Swansea,29,,,,Little Dreamers Swansea Limited,1
Little Einstein`s Day Care Limited,Childrens Day Care,Full Day Care,,Westbury House,Dixton Road,Monmouth,NP25 3PR,Monmouthshire,50,01600772220,yourchildsfuture@aol.com,littleeinsteinsdaycaremonmouth.co.uk,Little Einstein`s Day Care Limited,1
Little Einsteins Academy Limited,Childrens Day Care,Full Day Care,,Britannia Enterprise Centre,Britannia,Blackwood,NP12 3SP,Caerphilly,49,01443879750,ian@littleeinsteinsacademy.com,www.littleeinsteinsacademy.com,Little Einsteins Academy Limited,2
Little Einsteins Academy Limited - New Tredegar,Childrens Day Care,Full Day Care,,White Rose Primary School,School Street Elliots Town,New Tredegar,NP24 6DW,Caerphilly,30,01443828069,stacy@littleeinsteinsacademy.com,,Little Einsteins Academy Limited,1
Little Explorers,Childrens Day Care,Full Day Care,,Llanedeyrn Primary School,Wellwood Llanedeyrn,Cardiff,CF23 9JN,Cardiff,40,07990323348,littleexplorerscardiff@outlook.com,,Little Explorers in the Park Ltd,1
Little Explorers,Childrens Day Care,Full Day Care,,16a Maryport Street,,Usk,NP15 1AB,Monmouthshire,19,07966180494,,littleexplorersusk.co.uk,Little Explorers Nursery,1
Little Explorers at the Park,Childrens Day Care,Full Day Care,,Llwynfedw Gardens Park,Llwynfedw Gardens,Cardiff,CF14 4NW,Cardiff,40,07760391925,Littleexplorerscardiff@outlook.com,www.littleexplorerscardiff.co.uk,Little Explorers in the Park Ltd,2
Little Explorers Pre-school,Childrens Day Care,Full Day Care,,Tots Corner,13 Dyserth Road,Rhyl,LL18 4DW,Denbighshire,43,01745 334211,littleexplorerspre-school@outlook.com,,Early Learners Ltd,1
Little Footsteps nursery at Blakedown house,Childrens Day Care,Full Day Care,,Heol Mostyn,Village Farm Industrial Estate,Bridgend,CF33 6BJ,Bridgend,75,01656 740954,littlefootstepsnursery@hotmail.com,www.littlefootstepsnursery.co.uk,Little Footsteps (Porthcawl) Ltd,1
Little Friends Nursery,Childrens Day Care,Full Day Care,,Ffynnon Taf Primary School,Cardiff Road,Taffs Well,CF15 7PR,Rhondda Cynon Taf,30,07825163605,littlefriends123@hotmail.com,littlefriends-nursery.co.uk,LITTLE FRIENDS CHILDCARE LTD,1
Little Gems,Childrens Day Care,Full Day Care,,Durand Junior & Infants School,Alianore Road,Caldicot,NP26 5DF,Monmouthshire,40,07368263579,k.goremdn@gmail.com,,Monmouth Day Nursery Limited,2
Little Haven Nursery,Childrens Day Care,Full Day Care,,Rhydlafar Drive,St. Fagans,Cardiff,CF5 6HH,Cardiff,36,02920891825,fiona@parachuteschildcare.co.uk,www.littlehavennursery.co.uk,Parachutes Childcare Ltd,1
Little Haven Nursery  -  Pentrych,Childrens Day Care,Full Day Care,,Pentyrch Primary School,Bronllwyn Pentyrch,Cardiff,CF15 9QL,Cardiff,24,,fiona@parachuteschildcare.co.uk,www.littlehavennursery.co.uk,Little Haven Nurseries Limited,1
Little Haven Nursery - Park Road,Childrens Day Care,Full Day Care,,Radyr & Morganstown Community Council,Old Church Rooms,Cardiff,CF15 8DF,Cardiff,28,07411063756,learn@littlehavennursery.co.uk,www.littlehavennursery.co.uk,Little Haven Nurseries Limited,2
Little Heroes Nursery Ltd,Childrens Day Care,Full Day Care,,Little Heroes Nursery,Eastgate Street,Llanidloes,SY18 6HD,Powys,30,01686 411061,littleheroesnursery@gmail.com,,Little Heroes Nursery Ltd,1
Little Ladybirds@ Bro Famau,Childrens Day Care,Full Day Care,,Ysgol Bro Famau,Llanferres Unit,Llanferres,CH7 5SP,Denbighshire,40,01352810242,bro.famau@denbighshire.gov.uk,www.ysgolbrofamau.co.uk,Little Ladybirds@Bro Famau,1
Little Learners Nursery & Forest School,Childrens Day Care,Full Day Care,,Total Fitness Ltd,Stansty Road,Wrexham,LL11 2BU,Wrexham,65,01978 801405,wrexham@littlelearnersnursery.com,https://littlelearnersnursery.com/,LITTLE LEARNERS WREXHAM LTD,1
Little Learners- Pantysgallog,Childrens Day Care,Sessional Day Care,,Pant Primary School,Pant,Merthyr Tydfil,CF48 2AD,Merthyr Tydfil,20,07470207131,littlelearnersnursery1@outlook.com,,Little Learners- Pantysgallog ltd,1
Little Moons Bilingual Pre School,Childrens Day Care,Sessional Day Care,,Old Guides Hall,Bowls Terrace,Caerphilly,CF83 2RD,Caerphilly,26,07305458406,Littlemoons.preschool@gmail.com,,Little Moons Bilingual Pre-School,1
Little Oaks Full Day Care,Childrens Day Care,Full Day Care,,Alexandra C P School,Park Avenue,Wrexham,LL12 7AZ,Wrexham,24,,,,Active Childcare Ltd,1
Little people@Oakfield,Childrens Day Care,Full Day Care,,Oakfield Primary School,Ferntree Drive St. Mellons,Cardiff,CF3 0AA,Cardiff,30,02920799396,littlepeopleoakfield@gmail.com,,LITTLE PEOPLE PLAYGROUP@OAKFIELD LIMITED,1
Little Rascals Pre-School,Childrens Day Care,Full Day Care,,Intregrated Children`s Centre,Duffryn Road,Merthyr Tydfil,CF48 4BJ,Merthyr Tydfil,45,07760227106,littlerascalspreschool@live.co.uk,,Little Rascals Pre-School,1
Little Rays Early Years Hub,Childrens Day Care,Full Day Care,,The Cabin,Southdown Primary School,Buckley,CH7 2NP,Flintshire,24,07985427588,sunshineclub10@outlook.com,,Little Rays Early Years Hub,1
Little Scholars Nursery,Childrens Day Care,Full Day Care,,"The Centre for Child, Family & Society",Glyndwr University,Wrexham,LL11 2AW,Wrexham,91,01978314912,Littlescholars@activechildcare.co.uk,www.activechildcare.co.uk,Active Childcare Ltd,3
Little Sparks,Childrens Day Care,Full Day Care,,Llangattock C In W School,Llangattock,Crickhowell,NP8 1PH,Powys,16,01873810608,littlesparks@llangattock.powys.sch.uk,www.llangattock.powys.sch.uk,Llangattock School Board of Governors,1
Little Sprouts Day Nursery,Childrens Day Care,Full Day Care,,Little Sprouts Day Nursery,119 London Road,Neath,SA11 1LF,Neath Port Talbot,56,07872327529,littlesproutsneath@gmail.com,,Goal Enterprise (Neath) Ltd,1
Little Stars (Deeside) Ltd,Childrens Day Care,Full Day Care,,Little Stars (deeside) Ltd,Unit 69,Deeside,CH5 2LA,Flintshire,75,01244280020,littlestarsdeesideltd@googlemail.com,www.littlestarsdeeside.com,Little Stars (Deeside) Ltd,1
Little Stars Mamhilad Limited,Childrens Day Care,Full Day Care,,Little Stars Nursery,Mamhilad Park Estate,Pontypool,NP4 0HZ,Torfaen,65,01495 755566,,,Little Stars Mamhilad Limited,1
Little Stars Nursery,Childrens Day Care,Full Day Care,,Strand Annealing Lane,,Ebbw Vale,NP23 6AN,Blaenau Gwent,73,01495 369527,littlestarsnurseryebbwfawr@gmail.com,none,Little Stars Nursery LLP,2
Little Stars Nursery Ebbw Fawr Ltd,Childrens Day Care,Full Day Care,,Little Stars Nursery Ebbw Fawr,Strand Annealing Lane,Ebbw Vale,NP23 6AN,Blaenau Gwent,73,01495369527,littlestarsnurseryebbwfawr@gmail.com,,Little Stars Nursery Ebbw Fawr Ltd,1
Little Stars Nursery LLP,Childrens Day Care,Full Day Care,,Little Stars Nursery,Monmouth House,Pontypool,NP4 0HZ,Torfaen,65,01495755566,emmamatthews2006@yahoo.com,,Little Stars Nursery LLP,1
Little stars Penarth,Childrens Day Care,Out of School Care,,Unit 13,Llandough Trading Estate,Cardiff,CF11 8RR,Vale of Glamorgan,30,02922337709,becky.littlestars@gmail.com,www.littlestarscardiff.co.uk,Little Stars Childcare (Cardiff) Limited,1
Little Stars Under 5's,Childrens Day Care,Full Day Care,,Caldicot Leisure Centre,Mill Lane,Caldicot,NP26 4BN,Monmouthshire,19,07368324675,littlestarscaldicot@outlook.com,,Little Stars Under 5's,1
Little Steps Childcare Centre Ltd,Childrens Day Care,Full Day Care,,Bro Tawe,Ffordd Yr Afon,Ystradgynlais,SA9 1BU,Powys,61,01639846003,ystradgynlais@littlestepschildcare.co.uk,www.littlestepschildcare.co.uk,Little Steps Childcare Centre Limited,1
Little Steps Childcare Centre Ltd,Childrens Day Care,Full Day Care,,1a Herbert Street,,Swansea,SA8 4EB,Neath Port Talbot,46,01792869494,pontardawe@littlestepschildcare.co.uk,www.littlestepschildcare.co.uk,Little Steps Childcare Centre Limited,2
Little Sunbeams Playgroup,Childrens Day Care,Full Day Care,,The Scout Hall,The Highway,Pontypool,NP4 0PH,Torfaen,19,07788120998,littlesunbeamsplaygroup@hotmail.co.uk,www.littlesunbeams.co.uk,Little Sunbeams Playgroup,1
Little Sunflowers - LSCC,Childrens Day Care,Full Day Care,,Plas Madoc Opportunities Centre,The Opportunity Centre,Wrexham,LL14 3US,Wrexham,24,07922288252,Littlesunflowersplasmadoc@outlook.com,,Little Sunflowers,1
Little Teddy Playgroup,Childrens Day Care,Full Day Care,,Deighton Primary School,,Tredegar,NP22 3ES,Blaenau Gwent,20,07949743757,littleteddyplaygroup@gmail.com,,BUSY FEET (GILFACH) LTD,3
Little Unicorns Daycare,Childrens Day Care,Full Day Care,,Nyddfa Yard,Pengam,Blackwood,NP12 3UZ,Caerphilly,40,01443520192,littleunicornsdaycare@gmail.com,,Little Unicorns Daycare Limited,1
Little Westbourne Nursery,Childrens Day Care,Full Day Care,,Westbourne Nursery,12 Westbourne Road,Penarth,CF64 3HE,Vale of Glamorgan,25,02920712681,louisedwyer@westbourneschool.com,,Montague Place (W1) Ltd,1
Little Wings Playgroup - Croeserw,Childrens Day Care,Full Day Care,,Croeserw Primary School,Bryn Siriol,Port Talbot,SA13 3PL,Neath Port Talbot,16,07583594127,,,LW Community Services,2
Little Wings Playgroup - Glyncorrwg,Childrens Day Care,Full Day Care,,Glyncorrwg Primary School,Bridge Street Glyncorrwg,Port Talbot,SA13 3BB,Neath Port Talbot,19,07852525497,,,LW Community Services,1
Llandaff City Busy Bees,Childrens Day Care,Out of School Care,,Llandaff Church In Wales Primary School,Hendre Close,Cardiff,CF5 2HT,Cardiff,96,02920202437,teambusy@outlook.com,llandaffcitybusybees.co.uk,Llandaff City Busy Bees LTD,2
Llandaff City Busy Bees - The Hive,Childrens Day Care,Full Day Care,,School House,Hendre Close,Cardiff,CF5 2HT,Cardiff,19,02920 202437,teambusy@outlook.com,www.llandaffcitybusybees.co.uk,Llandaff City Busy Bees LTD,1
Llandaff House Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,6 Mwrwg Road,Llangennech,Llanelli,SA14 8UA,Carmarthenshire,21,01554821689,llandaffhousemanager@aol.com,www.llandaffhouse.co.uk,Cathedral Care Limited,1
Llanddulas Playgroup Nursery,Childrens Day Care,Sessional Day Care,,Llanddulas School,Minffordd Road Llanddulas,Abergele,LL22 8EW,Conwy,28,01492518399,contact@llanddulasplaygroup.co.uk,www.llanddulasplaygroup.co.uk,Llanddulas Playgroup Nursery,1
Llandudno Junction Playgroup,Childrens Day Care,Sessional Day Care,,Ysgol Awel Y Mynydd,Sarn Mynach,Llandudno Junction,LL31 9RT,Conwy,24,07943622615,llandudnojunctionplaygroup@gmail.com,,Llandudno Junction Playgroup,1
Llandudno Nursery and Pre-School,Childrens Day Care,Full Day Care,,35 Bryniau Road,,Llandudno,LL30 2EZ,Conwy,38,01492 485 927,hello@llnps.com,,LLANDUDNO NURSERY AND PRE-SCHOOL LTD,1
Llanelli Children's Open Access,Childrens Day Care,Open Access Play Provision,,Coleshill Social Centre,Coleshill Terrace,Llanelli,SA15 3BT,Carmarthenshire,30,01554714362,,,People Support Ltd,1
Llanelwedd Little Learners,Childrens Day Care,Full Day Care,,Llanelwedd Church In Wales Primary School,Llanelwedd,Builth Wells,LD2 3TY,Powys,20,01982552616,,www.llanelwedd.powys.sch.uk,Llanelwedd Church In Wales Primary School Board of Governors,1
Llanerchrugog Hall,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Llanerchrugog Hall,Hall Lane Rhosllanerchrugog,Wrexham,LL14 1TG,Wrexham,15,01978840186,oliver.greenwood@llanerchrugoghall.co.uk,www.llanerchrugoghall.co.uk,Life Long Learning 4 Living Ltd,1
Llanfaes Little Steps - Llanfaes Camau Bach,Childrens Day Care,Full Day Care,,LLanfaes Tots,Llanfaes CP School Beilihelig Road,Brecon,LD3 8EB,Powys,21,01874623326,office@llanfaes.powys.sch.uk,www.llanfaes.powys.sch.uk,Llanfaes CP School,1
Llanfair Grange,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Llanfair Hill,,Llandovery,SA20 0YF,Carmarthenshire,34,01550720495,pricemondl@aol.com,llanfairgrange.com,Parkmore Healthcare Ltd,1
Llanfairfechan Playgroup,Childrens Day Care,Sessional Day Care,,Ysgol Babanod Llanfairfechan,Village Road,Llanfairfechan,LL33 0AA,Conwy,28,07834191525,lffpgroup@aol.com,,Llanfairfechan Playgroup,1
Llanfyllin Preschool Playgroup,Childrens Day Care,Full Day Care,,Llanfyllin Primary School,,Llanfyllin,SY22 5BJ,Powys,19,01691648207,Llanfyllinpp@gmail.com,,Llanfyllin Preschool Playgroup,1
Llangan Childcare,Childrens Day Care,Sessional Day Care,,Llangan Primary School,Llangan,Bridgend,CF35 5DR,Vale of Glamorgan,20,01446 772403,Office@llanganschool.org.uk,,Llangan Primary School,1
Llangollen Fechan,Care Home Service,Adults With Nursing,"Personal care for adults, Mental health",Llangollen Fechan Residential Home,Holyhead Road,Llangollen,LL20 7PR,Denbighshire,87,01978861551,llanfechan@robertshomes.co.uk,carehomenorthwales.co.uk,Roberts Homes North Wales Ltd,1
Llangynidr Pre-School,Childrens Day Care,Full Day Care,,Llangynidr Cp School,Church Close Llangynidr,Crickhowell,NP8 1NY,Powys,19,01874 730681,llangynidrpreschool@outlook.com,,Llangynidr Pre-school,1
Llanover Day Nursery,Childrens Day Care,Full Day Care,,Llanover Day Nursery,Llanover,Abergavenny,NP7 9EY,Monmouthshire,50,01873880772,Llanoverdaynursery@outlook.com,llanoverdaynursery.com,llanover day nursery ltd,1
Llanover little ones,Childrens Day Care,Full Day Care,,Unit 5 Hall House,Llanover Business Centre,Abergavenny,NP7 9HA,Monmouthshire,40,01873880772,llanoverdaynursery@outlook.com,,llanover day nursery ltd,2
Llanrhaeadr Hall,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Llanrhaeadr Hall,Llanrhaeadr,Denbigh,LL16 4NL,Denbighshire,39,01745890313,llanhall@robertshomes.co.uk,carehomenorthwales.co.uk,Roberts Homes North Wales Ltd,3
