Town,Query,Name,Address,Phone,Website
Portsmouth,B_equipment_repair,Cater Wight Ltd,"E Yar Rd, Sandown PO36 9AX, UK",01983 407285,http://www.caterwight.co.uk/
Portsmouth,B_equipment_repair,Kitchenlab Sales Ltd,"Unit 5, Hilsea Ind Est, Limberline Rd, Hilsea, Portsmouth PO3 5JW, UK",023 9400 1071,
Portsmouth,B_equipment_repair,Catering Equipment Support Ltd,"Unit 12 Deer Park Farm Ind Est, Knowle Ln, Fair Oak, Eastleigh SO50 7DZ, UK",023 8000 6082,https://www.cateringequipmentsupport.co.uk/
Portsmouth,B_equipment_repair,HCE Foodservice Equipment,"School Lane Chandlers Ford Industrial Estate, School Ln, Chandler's Ford, Eastleigh SO53 4DG, UK",023 8027 1010,http://www.hce-catering.co.uk/
Portsmouth,B_equipment_repair,Island Catering Equipment Company,"Unit 1a, Golden Hill Business Park, Hill Ln, Norton Green, Freshwater PO40 9UJ, UK",01983 756628,http://www.islandcatering.co.uk/
Portsmouth,B_equipment_repair,Caterfix UK,"8 Testwood Ave, Totton, Southampton SO40 3LW, UK",0800 808 7760,https://www.commercialkitchenrepairs.co.uk/
Portsmouth,B_equipment_repair,Knight Catering Services Ltd,"52 Water Ln, Totton, Southampton SO40 3DN, UK",07973 181453,http://www.k-c-s.co.uk/
Portsmouth,B_equipment_repair,Catering Equipment Repair ‍ ️,"Unit 12, Shorncliffe Industrial Estate, North Cl, Folkestone CT20 3UH, UK",01304 873469,https://www.catering-equipment-repair.co.uk/
Portsmouth,B_equipment_repair,Expert Catering Equipment Services,"Unit C, McKay Way, Lynch Ln, Weymouth DT4 9DN, UK",07740 862385,http://www.catering-repair.co.uk/
Portsmouth,B_equipment_repair,Apeiron Catering,"Unit 7, Pintail Business Park, 165 Christchurch Rd, Ringwood BH24 3AL, UK",01425 511693,https://www.apeironcatering.co.uk/
Portsmouth,B_equipment_repair,JAG Services Uk Ltd,"4 Norman Way, Bedhampton, Havant PO9 3PH, UK",07775 922272,http://jagservicesukltd.co.uk/
Portsmouth,B_equipment_repair,South Coast Catering Equipment Limited,"Unit 4-5, Commercial House, Apex Park, Hailsham BN27 3JU, UK",01323 444530,http://www.southcoastcatering.co.uk/
Portsmouth,B_equipment_repair,Gamma Catering Equipment,"30 Primrose Way, Park Gate, Southampton SO31 6WX, UK",07577 969799,http://www.gammacatering.co.uk/
Portsmouth,B_equipment_repair,Direct Catering Equipment Ltd,"1A Brockhampton Ln, Havant PO9 1LU, UK",0845 603 5331,
Portsmouth,B_equipment_repair,Eventus Hire Ltd,"1700 Blueprint, Dundas Spur, Portsmouth PO3 5RW, UK",023 9269 2869,http://www.eventushire.com/
Portsmouth,B_equipment_repair,Southern Contracts,"Unit 4, Ambassador Industrial Estate, 9 Airfield Rd, Christchurch BH23 3TG, UK",01202 422100,https://www.southerncontracts.co.uk/
Portsmouth,B_equipment_repair,Commercial Catering Contracts Ltd,"Waterside House, Brighton and Hove, Brighton BN41 1UY, UK",01273 885655,http://www.commercialcatering.co.uk/
Portsmouth,B_equipment_repair,Everything Catering Supplies,"Unit 42 Standard Way, Fareham PO16 8XD, UK",01372 432240,http://everythingcateringsupplies.co.uk/
Portsmouth,B_equipment_repair,Southern Catering and TV Servicec,"60 Albert Rd, Southsea, Portsmouth, Southsea PO5 2SL, UK",023 9286 4236,
Portsmouth,B_equipment_repair,CKE Sussex,"6 Ravensbourne Cl, Shoreham-by-Sea BN43 6AD, UK",01273 467194,http://cke-sussex.co.uk/
Portsmouth,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Portsmouth,B_equipment_repair,TYRRELL SERVICES,"Unit A, Rio Estate, Polesden Ln, Woking GU23 6JX, UK",01483 776684,http://www.tyrrell-services.co.uk/
Portsmouth,B_equipment_repair,Ace Dot Services Ltd,"Gatcombe House, Copnor Rd, Hilsea, Portsmouth PO3 5EJ, UK",023 9323 3196,https://aceservices.co.uk/
Portsmouth,B_equipment_repair,Portsmouth Enterprise Centre,"Portsmouth Enterprise Centre, Quartremaine Rd, Portsmouth PO3 5QT, UK",023 9266 1598,https://portsmouthenterprisecentres.co.uk/
Portsmouth,B_equipment_repair,Directequip Ltd,"19 Elva Way, Bexhill, Bexhill-on-Sea TN39 5BF, UK",01227 203700,http://www.directequip.com/
Portsmouth,B_equipment_repair,Wessex Cater Hire,"Unit 10/11, Scallows Ln, West Wellow, Romsey SO51 6DX, UK",01794 884566,https://wessexcaterhire.co.uk/
Portsmouth,B_equipment_repair,K & M Equipment Ltd,"The Old Ambulance Station, Crowborough Hill, Crowborough TN6 2SD, UK",01892 529724,http://www.kandmequipmentltd.co.uk/
Portsmouth,B_equipment_repair,Kitchen Solutions,"80 Evelegh Rd, Farlington, Portsmouth PO6 1DN, UK",07747 803124,https://www.facebook.com/kitchen.solutions.hampshire
Portsmouth,B_equipment_repair,Skyline event & inflatable services,"6, Southdown View, Military Rd, Hilsea, Portsmouth PO3 5FS, UK",07961 565281,
Portsmouth,B_equipment_repair,Cater Solutions,"Unit 8, Integra:ME Bircholt Rd, Maidstone ME15 9GQ, UK",0845 066 9966,http://www.catersolutions.co.uk/
Portsmouth,B_equipment_repair,P&I Group,"1 Hermitage Park, Harts Farm Way, Havant PO9 1FA, UK",023 9278 3450,http://www.pandigroup.co.uk/
Portsmouth,B_equipment_repair,Wok Cooker Services Ltd,"Unit H3, Westfield Industrial Estate, Second Ave, Midsomer Norton, Radstock BA3 4BH, UK",01761 411772,http://www.wokcookerservices.co.uk/
Portsmouth,B_equipment_repair,EasyEquipment,"Bilbao St, Bolton BL1 4HH, UK",0333 355 0535,http://www.easyequipment.com/
Portsmouth,B_equipment_repair,Germstar UK Ltd,"Unit 17, Regents Trade Park, Barwell Ln, Gosport PO13 0EQ, UK",01329 888268,http://www.germstaruk.com/
Peterborough,A_catering_engineers,Caterquip Uk,"Kates Cabin Stores, Great North Rd, Chesterton, Peterborough PE7 3UD, UK",01733 286000,http://www.caterquip.co.uk/?utm_source=google%20my%20business&utm_medium=organic
Peterborough,A_catering_engineers,Catering Equipment Solutions,"30 Shrewsbury Ave, Peterborough PE2 7BF, UK",01733 236033,http://www.catering-equipment-solutions.co.uk/
Peterborough,A_catering_engineers,Caterfix Limited,"316 Padholme Rd E, Peterborough PE1 5XL, UK",01733 561555,https://www.caterfix.com/
Peterborough,A_catering_engineers,Coolsparks Ltd,"13 Coventry Cl, Werrington, Peterborough PE4 6NN, UK",07793 765547,http://www.coolsparks.co.uk/
Peterborough,A_catering_engineers,Elite Catering Equipment Services Ltd,"Kates Cabin Stores, Chesterton, Peterborough PE7 3UD, UK",01733 595440,https://www.elite-ces.co.uk/
Peterborough,A_catering_engineers,HOBART UK Equipment,"Southgate Way, Orton Southgate, Peterborough PE2 6GN, UK",0844 888 7777,https://www.hobartuk.com/
Peterborough,A_catering_engineers,C K Direct Ltd,"15 Tresham Rd, Orton Southgate, Peterborough PE2 6SG, UK",01733 230378,https://ckdirect.co.uk/
Peterborough,A_catering_engineers,Caterfair,"8 Royce Rd, Peterborough PE1 5YB, UK",01733 349995,https://www.caterfair.co.uk/
Peterborough,A_catering_engineers,ASsociated Catering Equipment,"33 Mere View, Yaxley, Peterborough PE7 3HF, UK",01733 242455,https://www.associatedcatering.com/
Peterborough,A_catering_engineers,Peach Events,"9 Wainman Rd, Woodston, Peterborough PE2 7BU, UK",01733 394232,http://www.peacheventshire.co.uk/
Peterborough,A_catering_engineers,Reg Engineering LTD,"Mountbatten Way, Peterborough PE3 7JY, UK",07429 149115,https://www.reg-engineering.com/
Peterborough,A_catering_engineers,Commercial Kitchen Breakdowns Ltd,"5-6 Maiden Ln, Stamford PE9 2AZ, UK",01780 778088,https://commercialkitchenbreakdowns.co.uk/
Peterborough,A_catering_engineers,Crown Catering Equipment,"41 Manasty Rd, Orton Southgate, Peterborough PE2 6UP, UK",01733 231666,http://www.crowncateringequipment.co.uk/
Peterborough,A_catering_engineers,Peterborough Catering Hire,"28 Ivatt Way, Peterborough PE3 7PG, UK",07960 014087,
Peterborough,A_catering_engineers,Kitchen Clearance UK Ltd,"Ind Est, Slate Drift, Collyweston, Stamford PE9 3PG, UK",07790 612911,http://www.kitchenclearanceuk.co.uk/
Peterborough,A_catering_engineers,Horizon Foodservice Equipment Limited,"33 Mere View Industrial Estate, Yaxley, Peterborough PE7 3HF, UK",01733 246392,http://www.hfse.co.uk/
Peterborough,A_catering_engineers,The Fenland Roaster,"Northey Rd, Peterborough PE6 7YX, UK",07930 494076,http://www.thefenlandroaster.co.uk/?utm_source=GMBListing&utm_medium=Organic
Peterborough,A_catering_engineers,Pav installation ltd,"44 Skye Cl, Peterborough PE2 6DL, UK",07545 437418,
Peterborough,A_catering_engineers,Canopy UK Services Ltd,"20-22 Metro Centre, Welbeck Way, 20-22 Metro Center, Welbeck Way, Peterborough PE2 7UH, UK",01733 700468,http://www.canopyuk.com/
Peterborough,A_catering_engineers,Bespoke Catering Vehicles,"Unit 8, Heron Court, Eagle Business Park, Harrier Wy, Peterborough PE7 3AT, UK",01778 301711,https://bespokecateringvehicles.com/
Peterborough,A_catering_engineers,Pro Fry Ltd,"111 Spalding Rd, Deeping St James, Peterborough PE6 8SD, UK",01778 342915,http://www.profryltd.uk/
Peterborough,A_catering_engineers,Dormermere Limited,"2 Horseshoe Yard, Crowland, Peterborough PE6 0BJ, UK",01733 212700,
Peterborough,A_catering_engineers,Mobile Units Ltd,"Office 2, 23A London Rd, Peterborough PE2 8AN, UK",07551 398823,https://mobileunits.co.uk/
Peterborough,A_catering_engineers,Crown Catering Equipment Ltd,"Co Squirrel Corner, 17a Great N Rd, Stibbington, Peterborough PE8 6LN, UK",01733 231666,
Peterborough,A_catering_engineers,Simonpollendinesprivatechef,"8 Chatsworth Cl, Market Deeping, Peterborough PE6 8AZ, UK",07545 976882,https://www.simonpollendinesprivatechef.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17418691778905719534
Peterborough,A_catering_engineers,R G Lickerish Ltd,"Fengate, Peterborough PE1 5BQ, UK",01733 562946,https://www.rglickerish.co.uk/
Peterborough,A_catering_engineers,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Peterborough,A_catering_engineers,Catering Ideas,"179A Newark Ave, Peterborough PE1 4NL, UK",01733 700009,http://www.cateringideas.co.uk/contact-us/
Peterborough,A_catering_engineers,Friars Pride Ltd,"Oxney Rd, Peterborough PE1 5YW, UK",0333 049 0990,https://friarspride.com/?utm_source=Google%20My%20Business&utm_medium=Organic%20Search
Peterborough,A_catering_engineers,Anglia Catering Equipment Repairs,"Ind Estate, Unit 2 Ambassador Way, Yaxham Rd, Dereham NR20 3TL, UK",01953 851339,https://www.angliacks.co.uk/
Peterborough,A_catering_engineers,BEAM Baking Systems Ltd,"Barnack Business Park, Sabre Way, Peterborough PE1 5EJ, UK",01733 553320,http://www.beambaking.co.uk/
Peterborough,A_catering_engineers,Grasmere Farm,"127 Station Rd, Deeping St James, Peterborough PE6 8RQ, UK",01778 342344,http://www.grasmere-farm.co.uk/
Peterborough,A_catering_engineers,KLS (UK),"8 Austin Fields, King's Lynn PE30 1PH, UK",01553 772935,http://www.klsonline.co.uk/
Peterborough,A_catering_engineers,SnaxGroup Peterborough Vending,"Unit 5 Dodson Way, Peterborough PE1 5XJ, UK",01733 308080,http://www.snaxgroup.co.uk/
Peterborough,A_catering_engineers,Bob Hopper & Co Ltd,"Unit 4, Barnwell Business Park, Barnwell Dr, Cambridge CB5 8UX, UK",01223 506001,http://www.bobhopper.co.uk/
Peterborough,A_catering_engineers,Well Laid Table,"135b Eastgate, Peterborough PE6 8RB, UK",07821 694002,
Peterborough,A_catering_engineers,CCL Supplies,"Challenger Wy, Peterborough PE1 5EX, UK",01223 520575,https://www.cclsupplies.co.uk/
Peterborough,A_catering_engineers,Tony’s Ices Of Peterborough,"108 Alexandra Rd, Peterborough PE1 3DJ, UK",07988 950835,http://www.icecreamvanhire-peterborough.com/
Peterborough,A_catering_engineers,Vines Family Co,"The Peacock, London Rd, Peterborough PE2 8AR, UK",,https://www.vinesfamilyco.co.uk/
Peterborough,A_catering_engineers,Qook! by KFE,"Unit A-B, Bentley Business Park, Blenheim Way, Market Deeping, Peterborough PE6 8LD, UK",01778 380448,http://www.qookbykfe.kitchen/
Peterborough,A_catering_engineers,K F E Ltd,"Unit A-B, Bentley Business Park, Blenheim Way, Market Deeping, Peterborough PE6 8LD, UK",01778 380448,http://www.kfeltd.co.uk/
Peterborough,A_catering_engineers,B S D Engineering & Performance Ltd,"12a Green Rd, Peterborough PE6 7YR, UK",01733 223377,https://bsd.uk.com/about-us/
Peterborough,A_catering_engineers,Stamford Tableware Hire,"Back Ln, Collyweston, Stamford PE9 3PJ, UK",07831 498378,http://www.stamfordtablewarehire.co.uk/
Peterborough,A_catering_engineers,MDS Electrical,"5 Tanhouse, Peterborough PE2 5NA, UK",01733 698151,https://mdselec.co.uk/
Peterborough,A_catering_engineers,PSV Design,"Eventus Business Centre, Eventus Sunderland Rd, Market Deeping, Peterborough PE6 8FD, UK",01778 382786,http://www.psvdesign.com/
Peterborough,A_catering_engineers,Vitas Vending,"Dodson Way, Peterborough PE1 5XJ, UK",01733 554444,http://www.vitasvending.co.uk/
Peterborough,A_catering_engineers,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Peterborough,A_catering_engineers,Goldie Lux Event Decor,"Hanbury, Orton Goldhay, Peterborough PE2 5QX, UK",07543 520096,http://goldieluxeventdecor.my.canva.site/goldie-lux-event-decor
Peterborough,B_equipment_repair,Caterfix Limited,"316 Padholme Rd E, Peterborough PE1 5XL, UK",01733 561555,https://www.caterfix.com/
Peterborough,B_equipment_repair,Catering Equipment Solutions,"30 Shrewsbury Ave, Peterborough PE2 7BF, UK",01733 236033,http://www.catering-equipment-solutions.co.uk/
Peterborough,B_equipment_repair,Caterquip Uk,"Kates Cabin Stores, Great North Rd, Chesterton, Peterborough PE7 3UD, UK",01733 286000,http://www.caterquip.co.uk/?utm_source=google%20my%20business&utm_medium=organic
Peterborough,B_equipment_repair,Coolsparks Ltd,"13 Coventry Cl, Werrington, Peterborough PE4 6NN, UK",07793 765547,http://www.coolsparks.co.uk/
Peterborough,B_equipment_repair,Commercial Kitchen Breakdowns Ltd,"5-6 Maiden Ln, Stamford PE9 2AZ, UK",01780 778088,https://commercialkitchenbreakdowns.co.uk/
Peterborough,B_equipment_repair,Caterfair,"8 Royce Rd, Peterborough PE1 5YB, UK",01733 349995,https://www.caterfair.co.uk/
Peterborough,B_equipment_repair,HOBART UK Equipment,"Southgate Way, Orton Southgate, Peterborough PE2 6GN, UK",0844 888 7777,https://www.hobartuk.com/
Peterborough,B_equipment_repair,Elite Catering Equipment Services Ltd,"Kates Cabin Stores, Chesterton, Peterborough PE7 3UD, UK",01733 595440,https://www.elite-ces.co.uk/
Peterborough,B_equipment_repair,C K Direct Ltd,"15 Tresham Rd, Orton Southgate, Peterborough PE2 6SG, UK",01733 230378,https://ckdirect.co.uk/
Peterborough,B_equipment_repair,ASsociated Catering Equipment,"33 Mere View, Yaxley, Peterborough PE7 3HF, UK",01733 242455,https://www.associatedcatering.com/
Peterborough,B_equipment_repair,Crown Catering Equipment,"41 Manasty Rd, Orton Southgate, Peterborough PE2 6UP, UK",01733 231666,http://www.crowncateringequipment.co.uk/
Peterborough,B_equipment_repair,Horizon Foodservice Equipment Limited,"33 Mere View Industrial Estate, Yaxley, Peterborough PE7 3HF, UK",01733 246392,http://www.hfse.co.uk/
Peterborough,B_equipment_repair,Peach Events,"9 Wainman Rd, Woodston, Peterborough PE2 7BU, UK",01733 394232,http://www.peacheventshire.co.uk/
Peterborough,B_equipment_repair,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
Peterborough,B_equipment_repair,Pav installation ltd,"44 Skye Cl, Peterborough PE2 6DL, UK",07545 437418,
Bolton,A_catering_engineers,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Bolton,A_catering_engineers,GMD Catering (Equipment) Ltd,"32 Darbishire St, Bolton BL1 2TN, UK",01204 382700,
Bolton,A_catering_engineers,Monarch Catering Equipment,"The Mill, Marsh Fold Ln, Bolton BL1 4HG, UK",01204 695220,http://www.monarch-direct.co.uk/
Bolton,A_catering_engineers,Pantheon Catering Equipment,"The Mill, Marsh Fold Ln, Bolton BL1 4HG, UK",0800 046 1570,http://pantheonce.co.uk/
Bolton,A_catering_engineers,Ala Carte Refrigeration & Catering Equipment,"unit 5, Meadow Business Park, Meadow Ln, Breightmet, Bolton BL2 6PT, UK",07956 283663,
Bolton,A_catering_engineers,Hog Roast Bolton,"Hartford House, 15 Weston St, Bolton BL3 2AW, UK",01204 689373,http://hogroastbolton.co.uk/
Bolton,A_catering_engineers,EasyEquipment,"Bilbao St, Bolton BL1 4HH, UK",0333 355 0535,http://www.easyequipment.com/
Bolton,A_catering_engineers,Luxia Nce Catering & Refrigeration Equipment,"51 Higher Dunscar, Egerton, Bolton BL7 9TF, UK",01204 591111,https://www.luxia-nce.co.uk/
Bolton,A_catering_engineers,KE Supplies Ltd,"Unit 31-33, Tonge Bridge Industrial Estate, Tonge Bridge Way, Tonge Fold, Bolton BL2 6BD, UK",01204 380808,http://kesuppliesltd.co.uk/
Bolton,A_catering_engineers,Caterserve UK,"Nortex Mill, 105 Chorley Old Rd, Bolton BL1 3AS, UK",0161 533 0113,http://www.caterserveuk.com/
Bolton,A_catering_engineers,Belmont Bakery Machinery,"Watermead Works, Slater Ln, Bolton BL1 2TE, UK",01204 370743,https://www.bakerymachinery.co.uk/
Bolton,A_catering_engineers,Medway Engineering Ltd,"Unit 10E, Bolton BL7 8BN, UK",01204 811561,
Bolton,A_catering_engineers,Taylors Consumables,"Burnden Works, Burnden Rd, Bolton BL3 2RB, UK",0161 794 8666,http://taylorsconsumables.co.uk/
Bolton,A_catering_engineers,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Bolton,A_catering_engineers,#Sushma'snacks,"227 Green Ln, Bolton BL3 2LE, UK",07968 504925,https://www.sushmasnacks.co.uk/menu/
Bolton,A_catering_engineers,Bolton Catering,"Bolton BL3 6JZ, UK",07773 224890,
Bolton,A_catering_engineers,Marwan UK,"135 Park Rd, Bolton BL1 4RG, UK",07742 314432,
Bolton,A_catering_engineers,Cairn Catering Engineers,"Hyde Park House, Cartwright St, Newton, Hyde SK14 4EH, UK",0800 999 1926,https://cairncateringengineers.co.uk/
Bolton,A_catering_engineers,HAY UK Canopy Extraction Systems,"Unit 2 Brunel St, Horwich, Bolton BL6 5NX, UK",07438 963408,
Bolton,A_catering_engineers,South Catering Bolton,"Higher Swan Ln, Bolton BL3 3BJ, UK",01204 584020,https://www.southcatering.co.uk/
Bolton,A_catering_engineers,Refurb Catering,"Vulcan Works, 3 Dixon St, Horwich, Bolton BL6 7PH, UK",01204 695220,http://refurbcatering.co.uk/
Bolton,A_catering_engineers,Bolton Spares & Repairs,"594-596 Blackburn Rd, Astley Bridge, Bolton BL1 7AL, UK",01204 389449,https://boltonsparesandrepairs.co.uk/
Bolton,A_catering_engineers,Controlled Cooling LTD,"9 Rodmell Cl, Bromley Cross, Bolton BL7 9DT, UK",01204 302284,http://www.controlledcooling.co.uk/
Bolton,A_catering_engineers,Hutech Robotics,"1st Floor, 32 Bridge St, Bolton BL1 2EH, UK",,
Bolton,A_catering_engineers,Alliance Disposable,"9, Broadfield Business Park, Lostock, Bolton, Heywood BL6 4SB, UK",01204 699058,http://www.alliancenational.co.uk/
Bolton,A_catering_engineers,C&C Catering Engineers,"Unit 2, Smithy Farm, Chapel Ln, Saighton, Chester CH3 6EW, UK",01244 536354,https://cateringengineers.com/
